zip,temp-sun-6,condition-sun-6,temp-mon-9,condition-mon-9,temp-mon-12,condition-mon-12,temp-mon-3,condition-mon-3,temp-mon-6,condition-mon-6,temp-tues-9,condition-tues-9,temp-tues-12,condition-tues-12,temp-tues-3,condition-tues-3,temp-tues-6,condition-tues-6
32824,71,Partly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Overcast,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32825,73,Partly Cloudy,73,Overcast,79,Overcast,78,Mostly Cloudy,72,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32826,74,Mostly Cloudy,73,Overcast,78,Overcast,78,Overcast,72,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32827,71,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Overcast,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32828,73,Partly Cloudy,73,Overcast,79,Overcast,78,Overcast,72,Mostly Cloudy,72,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32829,72,Partly Cloudy,73,Overcast,79,Overcast,78,Mostly Cloudy,72,Mostly Cloudy,73,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,72,Partly Cloudy
32830,71,Partly Cloudy,73,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Partly Cloudy,79,Partly Cloudy,73,Partly Cloudy
32831,72,Mostly Cloudy,73,Overcast,79,Overcast,78,Overcast,72,Overcast,72,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32832
32833
32834
32835
32836,72,Overcast,73,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Partly Cloudy,79,Partly Cloudy,73,Partly Cloudy
32837,72,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,79,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32839
32853,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32854
32855,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32856,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32857,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32858,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32859,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32860,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32861,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32862,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32867,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32868,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32869,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32872,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32877,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32878,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32885
32886
32887
32890
32891
32893
32896
32897,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32898
32899,73,Mostly Cloudy,73,Mostly Cloudy,79,Overcast,78,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,73,Partly Cloudy
32901,72,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32902,73,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32903,73,Mostly Cloudy,76,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32904,72,Mostly Cloudy,75,Overcast,78,Overcast,78,Overcast,74,Overcast,76,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32905,72,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32906,72,Partly Cloudy,75,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32907,71,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,73,Mostly Cloudy,74,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,72,Mostly Cloudy
32908,72,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,73,Mostly Cloudy,74,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,72,Mostly Cloudy
32909,72,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,73,Mostly Cloudy,74,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,72,Mostly Cloudy
32910,72,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,73,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Partly Cloudy,73,Mostly Cloudy
32911
32912,73,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32919,73,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32920,74,Partly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32922,74,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy
32923,74,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32924,74,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32925,73,Clear,76,Mostly Cloudy,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32926,72,Mostly Cloudy,74,Overcast,79,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,79,Mostly Cloudy,77,Mostly Cloudy,72,Partly Cloudy
32927,73,Mostly Cloudy,74,Overcast,78,Overcast,77,Overcast,72,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy
32931,73,Partly Cloudy,75,Overcast,77,Overcast,77,Overcast,73,Mostly Cloudy,75,Mostly Cloudy,77,Mostly Cloudy,76,Mostly Cloudy,73,Mostly Cloudy
32932,74,Partly Cloudy,75,Overcast,77,Overcast,77,Overcast,73,Mostly Cloudy,75,Mostly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32934,72,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,75,Mostly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32935
32936,73,Overcast,75,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32937,74,Partly Cloudy,76,Mostly Cloudy,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32940,74,Partly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32941,73,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy
32948
32949,74,Partly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32950
32951,73,Mostly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,74,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32952,74,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy
32953,74,Partly Cloudy,75,Overcast,78,Mostly Cloudy,77,Overcast,73,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy
32954,73,Partly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy
32955,73,Partly Cloudy,75,Mostly Cloudy,78,Overcast,77,Overcast,73,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy
32956,74,Mostly Cloudy,75,Overcast,78,Overcast,77,Overcast,73,Overcast,74,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,72,Mostly Cloudy
32957,74,Partly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,74,Mostly Cloudy
32958,76,Clear,75,Mostly Cloudy,78,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32959
32960,74,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,74,Mostly Cloudy,74,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32961,74,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32962,75,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,75,Mostly Cloudy,79,Partly Cloudy,78,Partly Cloudy,73,Mostly Cloudy
32963,75,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,74,Mostly Cloudy
32964,74,Clear,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,74,Mostly Cloudy,74,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32965,74,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,74,Mostly Cloudy,74,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32966,75,Partly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy,74,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,72,Mostly Cloudy
32967,73,Partly Cloudy,75,Mostly Cloudy,79,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,74,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32968,74,Clear,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy,74,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32969,74,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,74,Mostly Cloudy,74,Mostly Cloudy,78,Partly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32970,74,Partly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
32971,76,Chance of Rain,76,Mostly Cloudy,79,Mostly Cloudy,78,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32976,75,Partly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,75,Mostly Cloudy,78,Mostly Cloudy,77,Partly Cloudy,73,Mostly Cloudy
32978,75,Partly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,77,Overcast,74,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,77,Mostly Cloudy,73,Mostly Cloudy
33001,76,Partly Cloudy,78,Partly Cloudy,79,Chance of Rain,79,Chance of Rain,77,Chance of Rain,77,Partly Cloudy,79,Clear,79,Clear,76,Partly Cloudy
33002,76,Partly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,76,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33004,77,Partly Cloudy,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33008,77,Partly Cloudy,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33009,77,Partly Cloudy,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33010,77,Clear,77,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,76,Partly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33011,76,Partly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,76,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33012,77,Partly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,78,Mostly Cloudy,76,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33013,76,Partly Cloudy,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33014
33015
33016,76,Partly Cloudy,77,Overcast,79,Chance of Rain,79,Overcast,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33017,76,Partly Cloudy,77,Overcast,79,Mostly Cloudy,79,Mostly Cloudy,76,Partly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33018,78,Partly Cloudy,77,Overcast,80,Chance of Rain,79,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33019,77,Partly Cloudy,77,Overcast,78,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33020,77,Partly Cloudy,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33021,76,Partly Cloudy,77,Overcast,79,Mostly Cloudy,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33022,77,Partly Cloudy,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33023,77,Partly Cloudy,77,Overcast,79,Mostly Cloudy,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33024,77,Partly Cloudy,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33025
33026
33027
33028,77,Clear,77,Overcast,79,Mostly Cloudy,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33029
33030,76,Partly Cloudy,76,Mostly Cloudy,80,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,80,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33031,76,Partly Cloudy,76,Mostly Cloudy,79,Chance of Rain,78,Chance of Rain,74,Partly Cloudy,76,Clear,79,Clear,78,Partly Cloudy,74,Partly Cloudy
33032,76,Partly Cloudy,76,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,77,Partly Cloudy,74,Partly Cloudy
33033,76,Partly Cloudy,76,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Clear,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33034,76,Partly Cloudy,76,Mostly Cloudy,80,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,80,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33035,76,Partly Cloudy,76,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33036,77,Partly Cloudy,77,Partly Cloudy,79,Chance of Rain,78,Chance of Rain,77,Chance of Rain,77,Mostly Cloudy,78,Partly Cloudy,78,Clear,76,Partly Cloudy
33037,77,Partly Cloudy,77,Chance of Rain,78,Chance of Rain,78,Partly Cloudy,76,Partly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,76,Partly Cloudy
33039,76,Partly Cloudy,76,Mostly Cloudy,79,Chance of Rain,78,Mostly Cloudy,75,Partly Cloudy,76,Partly Cloudy,79,Partly Cloudy,77,Partly Cloudy,74,Partly Cloudy
33040,77,Partly Cloudy,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,77,Partly Cloudy,77,Partly Cloudy,80,Partly Cloudy,80,Clear,77,Clear
33041,77,Partly Cloudy,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,76,Partly Cloudy,77,Partly Cloudy,80,Partly Cloudy,80,Clear,77,Clear
33042
33043,77,Partly Cloudy,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,77,Partly Cloudy,77,Partly Cloudy,80,Clear,80,Clear,77,Clear
33045,78,Partly Cloudy,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,76,Partly Cloudy,77,Partly Cloudy,80,Partly Cloudy,80,Clear,77,Clear
33050,78,Clear,78,Mostly Cloudy,80,Chance of Rain,79,Chance of Rain,77,Partly Cloudy,78,Partly Cloudy,80,Clear,80,Clear,77,Clear
33051,78,Partly Cloudy,78,Mostly Cloudy,80,Chance of Rain,79,Chance of Rain,77,Partly Cloudy,78,Partly Cloudy,80,Clear,80,Clear,77,Clear
33052,77,Partly Cloudy,78,Mostly Cloudy,80,Partly Cloudy,79,Chance of Rain,76,Partly Cloudy,78,Partly Cloudy,80,Clear,80,Clear,77,Clear
33054,76,Partly Cloudy,77,Overcast,79,Mostly Cloudy,79,Overcast,76,Mostly Cloudy,77,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33055
33056,77,Partly Cloudy,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33060,76,Partly Cloudy,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33061,77,Overcast,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33062,76,Mostly Cloudy,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33063,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33064,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33065,77,Overcast,79,Overcast,79,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33066,77,Overcast,79,Overcast,78,Overcast,75,Overcast,76,Clear,78,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33067,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33068,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33069,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33070,77,Partly Cloudy,78,Chance of Rain,78,Chance of Rain,77,Partly Cloudy,77,Mostly Cloudy,78,Partly Cloudy,78,Partly Cloudy,76,Partly Cloudy
33071,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33072,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33073,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33074,77,Overcast,79,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33075,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33076,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33077,77,Overcast,79,Overcast,78,Overcast,75,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33081,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33082,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33083,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33084,77,Overcast,79,Chance of Rain,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33090,76,Mostly Cloudy,80,Chance of Rain,78,Chance of Rain,75,Partly Cloudy,76,Partly Cloudy,80,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33092,76,Mostly Cloudy,80,Chance of Rain,78,Chance of Rain,75,Partly Cloudy,76,Partly Cloudy,80,Partly Cloudy,78,Partly Cloudy,74,Partly Cloudy
33093,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33093,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33097,77,Overcast,79,Overcast,78,Overcast,76,Overcast,76,Partly Cloudy,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
33101,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33102,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33107
33109,77,Chance of Rain,78,Overcast,78,Overcast,76,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33110
33111,77,Chance of Rain,78,Mostly Cloudy,78,Overcast,76,Mostly Cloudy,76,Clear,78,Partly Cloudy,77,Partly Cloudy,75,Partly Cloudy
33112,77,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,75,Partly Cloudy,76,Clear,80,Partly Cloudy,78,Mostly Cloudy,74,Partly Cloudy
33114,77,Chance of Rain,79,Mostly Cloudy,78,Mostly Cloudy,76,Mostly Cloudy,77,Clear,79,Partly Cloudy,78,Partly Cloudy,75,Partly Cloudy
