zip,temp-sun-6,condition-sun-6,temp-mon-9,condition-mon-9,temp-mon-12,condition-mon-12,temp-mon-3,condition-mon-3,temp-mon-6,condition-mon-6,temp-tues-9,condition-tues-9,temp-tues-12,condition-tues-12,temp-tues-3,condition-tues-3,temp-tues-6,condition-tues-6
32256,70,Mostly Cloudy,73,Mostly Cloudy,76,Mostly Cloudy,75,Overcast,71,Mostly Cloudy,71,Mostly Cloudy,74,Mostly Cloudy,74,Partly Cloudy,69,Partly Cloudy
32257
32258,71,Overcast,73,Mostly Cloudy,76,Mostly Cloudy,75,Overcast,72,Mostly Cloudy,70,Mostly Cloudy,74,Mostly Cloudy,74,Partly Cloudy,70,Partly Cloudy
32259,70,Mostly Cloudy,72,Mostly Cloudy,76,Mostly Cloudy,76,Overcast,71,Mostly Cloudy,68,Mostly Cloudy,75,Mostly Cloudy,75,Partly Cloudy,70,Clear
32260,70,Mostly Cloudy,72,Mostly Cloudy,76,Mostly Cloudy,76,Overcast,71,Mostly Cloudy,69,Mostly Cloudy,75,Mostly Cloudy,74,Partly Cloudy,70,Partly Cloudy
32266,71,Mostly Cloudy,73,Overcast,75,Mostly Cloudy,74,Mostly Cloudy,70,Mostly Cloudy,71,Mostly Cloudy,73,Mostly Cloudy,72,Partly Cloudy,69,Partly Cloudy
32267
32277,68,Overcast,72,Mostly Cloudy,76,Mostly Cloudy,74,Mostly Cloudy,70,Mostly Cloudy,69,Mostly Cloudy,74,Mostly Cloudy,73,Partly Cloudy,68,Partly Cloudy
32290
32301,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32302,73,Mostly Cloudy,68,Mostly Cloudy,77,Partly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32303,73,Partly Cloudy,67,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,73,Mostly Cloudy,63,Partly Cloudy,72,Partly Cloudy,75,Partly Cloudy,71,Partly Cloudy
32304,74,Overcast,68,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,72,Partly Cloudy
32305,74,Overcast,68,Mostly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,64,Partly Cloudy,74,Partly Cloudy,76,Partly Cloudy,72,Partly Cloudy
32306,73,Overcast,68,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,72,Partly Cloudy
32307,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32308,72,Partly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32309,71,Partly Cloudy,66,Partly Cloudy,75,Partly Cloudy,78,Partly Cloudy,72,Mostly Cloudy,62,Partly Cloudy,72,Partly Cloudy,75,Partly Cloudy,70,Partly Cloudy
32310,72,Mostly Cloudy,67,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,72,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,70,Partly Cloudy
32311,73,Partly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,72,Partly Cloudy
32312,71,Partly Cloudy,66,Mostly Cloudy,75,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy,62,Partly Cloudy,72,Partly Cloudy,75,Partly Cloudy,70,Partly Cloudy
32313,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32314,73,Mostly Cloudy,68,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,72,Partly Cloudy
32315,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32316,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32317,72,Partly Cloudy,67,Partly Cloudy,76,Partly Cloudy,78,Partly Cloudy,73,Mostly Cloudy,62,Partly Cloudy,72,Partly Cloudy,75,Partly Cloudy,71,Partly Cloudy
32318,71,Mostly Cloudy,67,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy,62,Partly Cloudy,72,Partly Cloudy,75,Partly Cloudy,71,Partly Cloudy
32320,71,Partly Cloudy,70,Mostly Cloudy,75,Mostly Cloudy,77,Mostly Cloudy,73,Partly Cloudy,66,Partly Cloudy,73,Clear,74,Partly Cloudy,70,Partly Cloudy
32321
32322
32323,72,Mostly Cloudy,69,Mostly Cloudy,75,Partly Cloudy,78,Partly Cloudy,73,Mostly Cloudy,65,Partly Cloudy,73,Partly Cloudy,74,Clear,71,Partly Cloudy
32324,70,Partly Cloudy,66,Mostly Cloudy,75,Partly Cloudy,77,Mostly Cloudy,71,Mostly Cloudy,61,Partly Cloudy,71,Partly Cloudy,74,Partly Cloudy,69,Partly Cloudy
32326,73,Mostly Cloudy,68,Mostly Cloudy,77,Mostly Cloudy,79,Partly Cloudy,74,Partly Cloudy,64,Partly Cloudy,74,Partly Cloudy,76,Partly Cloudy,71,Partly Cloudy
32327,73,Mostly Cloudy,68,Mostly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,64,Partly Cloudy,74,Partly Cloudy,76,Partly Cloudy,71,Partly Cloudy
32328
32329
32330,69,Mostly Cloudy,66,Mostly Cloudy,74,Partly Cloudy,76,Mostly Cloudy,69,Mostly Cloudy,61,Partly Cloudy,71,Partly Cloudy,74,Partly Cloudy,67,Partly Cloudy
32331,70,Mostly Cloudy,67,Partly Cloudy,76,Partly Cloudy,78,Clear,72,Partly Cloudy,62,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,70,Partly Cloudy
32332,68,Partly Cloudy,65,Mostly Cloudy,74,Partly Cloudy,76,Mostly Cloudy,68,Mostly Cloudy,61,Partly Cloudy,71,Partly Cloudy,74,Partly Cloudy,66,Partly Cloudy
32333,70,Partly Cloudy,66,Mostly Cloudy,74,Mostly Cloudy,77,Mostly Cloudy,69,Mostly Cloudy,61,Partly Cloudy,71,Partly Cloudy,74,Partly Cloudy,67,Partly Cloudy
32334
32335,71,Mostly Cloudy,68,Mostly Cloudy,77,Mostly Cloudy,79,Partly Cloudy,72,Partly Cloudy,64,Partly Cloudy,74,Partly Cloudy,76,Partly Cloudy,70,Partly Cloudy
32336,71,Overcast,67,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,73,Mostly Cloudy,62,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,71,Partly Cloudy
32337
32340,70,Overcast,66,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy,61,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,69,Partly Cloudy
32341,70,Overcast,66,Mostly Cloudy,76,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy,61,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,69,Partly Cloudy
32343,70,Mostly Cloudy,66,Mostly Cloudy,75,Mostly Cloudy,77,Mostly Cloudy,70,Mostly Cloudy,62,Partly Cloudy,72,Partly Cloudy,74,Partly Cloudy,68,Partly Cloudy
32344,73,Mostly Cloudy,66,Partly Cloudy,75,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy,61,Partly Cloudy,71,Partly Cloudy,75,Partly Cloudy,69,Partly Cloudy
32345,71,Mostly Cloudy,66,Partly Cloudy,75,Partly Cloudy,78,Partly Cloudy,72,Partly Cloudy,61,Partly Cloudy,71,Partly Cloudy,75,Partly Cloudy,69,Partly Cloudy
32346,72,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,79,Partly Cloudy,74,Mostly Cloudy,64,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32347,72,Mostly Cloudy,67,Partly Cloudy,77,Partly Cloudy,79,Partly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,74,Partly Cloudy,77,Partly Cloudy,72,Partly Cloudy
32348,72,Mostly Cloudy,67,Partly Cloudy,77,Partly Cloudy,79,Partly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,74,Partly Cloudy,77,Partly Cloudy,72,Partly Cloudy
32350,70,Overcast,66,Partly Cloudy,75,Partly Cloudy,78,Partly Cloudy,71,Partly Cloudy,61,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,69,Partly Cloudy
32351,69,Mostly Cloudy,65,Mostly Cloudy,74,Partly Cloudy,76,Partly Cloudy,68,Mostly Cloudy,60,Partly Cloudy,71,Partly Cloudy,74,Partly Cloudy,66,Partly Cloudy
32352
32353,68,Mostly Cloudy,65,Mostly Cloudy,74,Partly Cloudy,76,Partly Cloudy,68,Mostly Cloudy,60,Partly Cloudy,71,Partly Cloudy,74,Partly Cloudy,66,Partly Cloudy
32355,74,Mostly Cloudy,68,Partly Cloudy,77,Mostly Cloudy,80,Partly Cloudy,74,Mostly Cloudy,64,Partly Cloudy,74,Partly Cloudy,76,Partly Cloudy,71,Partly Cloudy
32356,71,Mostly Cloudy,68,Partly Cloudy,77,Partly Cloudy,79,Partly Cloudy,74,Mostly Cloudy,64,Clear,74,Clear,77,Partly Cloudy,73,Partly Cloudy
32357,71,Overcast,67,Mostly Cloudy,76,Partly Cloudy,79,Partly Cloudy,73,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,71,Partly Cloudy
32358,74,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,79,Partly Cloudy,74,Mostly Cloudy,64,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,71,Partly Cloudy
32359,71,Mostly Cloudy,69,Partly Cloudy,77,Partly Cloudy,79,Mostly Cloudy,73,Mostly Cloudy,65,Clear,74,Clear,77,Partly Cloudy,73,Partly Cloudy
32360,71,Mostly Cloudy,67,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,71,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,69,Partly Cloudy
32361,73,Partly Cloudy,68,Mostly Cloudy,77,Partly Cloudy,79,Partly Cloudy,73,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,76,Partly Cloudy,71,Partly Cloudy
32362,74,Mostly Cloudy,68,Mostly Cloudy,77,Mostly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,64,Partly Cloudy,74,Partly Cloudy,76,Partly Cloudy,72,Partly Cloudy
32395,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32399,73,Mostly Cloudy,68,Mostly Cloudy,76,Mostly Cloudy,78,Mostly Cloudy,74,Mostly Cloudy,63,Partly Cloudy,73,Partly Cloudy,75,Partly Cloudy,72,Partly Cloudy
32401,69,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,70,Partly Cloudy,68,Clear,75,Partly Cloudy,76,Mostly Cloudy,68,Chance of Rain
32402,68,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,70,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,68,Chance of Rain
32403,68,Overcast,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,69,Mostly Cloudy,68,Clear,76,Clear,76,Mostly Cloudy,68,Chance of Rain
32404,69,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,69,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,68,Chance of Rain
32405
32406,68,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,70,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,68,Chance of Rain
32407,69,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,71,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,70,Chance of Rain
32408,69,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,71,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,70,Chance of Rain
32409,68,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,69,Partly Cloudy,67,Clear,76,Clear,77,Mostly Cloudy,67,Chance of Rain
32410,67,Mostly Cloudy,72,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,69,Mostly Cloudy,68,Clear,76,Clear,75,Mostly Cloudy,67,Partly Cloudy
32411,68,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,70,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,68,Chance of Rain
32412,68,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,70,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,68,Chance of Rain
32413,69,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,72,Mostly Cloudy,68,Clear,74,Clear,75,Chance of Rain,70,Chance of Rain
32417,68,Mostly Cloudy,71,Partly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,70,Mostly Cloudy,68,Clear,75,Clear,76,Mostly Cloudy,68,Chance of Rain
32420,66,Mostly Cloudy,70,Mostly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,67,Mostly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,65,Mostly Cloudy
32421,67,Mostly Cloudy,70,Partly Cloudy,77,Mostly Cloudy,76,Mostly Cloudy,67,Partly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,64,Mostly Cloudy
32422,65,Partly Cloudy,69,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,69,Partly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Chance of Rain,66,Chance of Rain
32423
32424
32425
32426
32427
32428
32430
32431
32432,67,Mostly Cloudy,70,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,67,Partly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,65,Mostly Cloudy
32433,65,Partly Cloudy,69,Partly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,69,Partly Cloudy,65,Partly Cloudy,73,Partly Cloudy,74,Chance of Rain,67,Chance of Rain
32434,65,Partly Cloudy,69,Partly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,69,Partly Cloudy,66,Partly Cloudy,74,Mostly Cloudy,75,Chance of Rain,66,Chance of Rain
32435
32437,66,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,69,Partly Cloudy,67,Clear,75,Partly Cloudy,77,Chance of Rain,67,Chance of Rain
32438
32439,68,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,72,Partly Cloudy,67,Partly Cloudy,75,Partly Cloudy,77,Chance of Rain,69,Chance of Rain
32440,64,Mostly Cloudy,69,Partly Cloudy,77,Mostly Cloudy,77,Partly Cloudy,66,Mostly Cloudy,64,Partly Cloudy,74,Partly Cloudy,75,Mostly Cloudy,64,Mostly Cloudy
32442,67,Mostly Cloudy,70,Mostly Cloudy,77,Partly Cloudy,77,Partly Cloudy,67,Partly Cloudy,65,Clear,74,Partly Cloudy,74,Partly Cloudy,65,Partly Cloudy
32443,68,Mostly Cloudy,69,Mostly Cloudy,77,Mostly Cloudy,77,Partly Cloudy,69,Partly Cloudy,64,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,67,Mostly Cloudy
32444,68,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,79,Mostly Cloudy,69,Partly Cloudy,68,Clear,76,Partly Cloudy,77,Mostly Cloudy,68,Chance of Rain
32445,68,Mostly Cloudy,69,Mostly Cloudy,76,Mostly Cloudy,77,Partly Cloudy,68,Partly Cloudy,64,Partly Cloudy,74,Partly Cloudy,75,Mostly Cloudy,66,Mostly Cloudy
32446,68,Partly Cloudy,69,Mostly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,68,Mostly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,66,Mostly Cloudy
32447,67,Mostly Cloudy,69,Mostly Cloudy,76,Mostly Cloudy,77,Mostly Cloudy,68,Mostly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,66,Mostly Cloudy
32448,68,Partly Cloudy,70,Mostly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,67,Mostly Cloudy,65,Partly Cloudy,74,Partly Cloudy,75,Partly Cloudy,66,Mostly Cloudy
32449,67,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,68,Mostly Cloudy,67,Clear,75,Partly Cloudy,76,Partly Cloudy,66,Mostly Cloudy
32452,64,Partly Cloudy,69,Partly Cloudy,76,Mostly Cloudy,77,Partly Cloudy,66,Mostly Cloudy,64,Partly Cloudy,73,Mostly Cloudy,75,Mostly Cloudy,63,Mostly Cloudy
32454
32455
32456,68,Partly Cloudy,73,Mostly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,69,Partly Cloudy,69,Clear,75,Partly Cloudy,75,Partly Cloudy,68,Partly Cloudy
32457
32459
32460,66,Mostly Cloudy,69,Mostly Cloudy,76,Partly Cloudy,76,Mostly Cloudy,66,Mostly Cloudy,64,Partly Cloudy,74,Partly Cloudy,74,Partly Cloudy,65,Partly Cloudy
32461,69,Mostly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,72,Partly Cloudy,69,Clear,75,Clear,77,Chance of Rain,69,Chance of Rain
32462
32463,66,Partly Cloudy,70,Partly Cloudy,77,Mostly Cloudy,78,Mostly Cloudy,67,Partly Cloudy,65,Partly Cloudy,75,Partly Cloudy,76,Partly Cloudy,66,Mostly Cloudy
32464,66,Partly Cloudy,70,Partly Cloudy,77,Mostly Cloudy,78,Partly Cloudy,68,Partly Cloudy,66,Partly Cloudy,75,Partly Cloudy,75,Chance of Rain,65,Mostly Cloudy
32465,66,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,67,Mostly Cloudy,68,Clear,76,Partly Cloudy,76,Partly Cloudy,66,Partly Cloudy
32466,68,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Mostly Cloudy,68,Mostly Cloudy,67,Clear,75,Partly Cloudy,76,Partly Cloudy,67,Chance of Rain
32501,66,Partly Cloudy,73,Mostly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,69,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,68,Chance of Rain
32502,66,Partly Cloudy,73,Mostly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,69,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,68,Chance of Rain
32503,66,Clear,72,Overcast,77,Mostly Cloudy,77,Partly Cloudy,72,Mostly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,69,Chance of Rain
32504,67,Partly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,72,Partly Cloudy,68,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,69,Chance of Rain
32505,65,Clear,73,Overcast,77,Mostly Cloudy,77,Partly Cloudy,71,Partly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,68,Chance of Rain
32506,65,Partly Cloudy,73,Mostly Cloudy,77,Mostly Cloudy,77,Partly Cloudy,71,Mostly Cloudy,69,Mostly Cloudy,73,Chance of Rain,73,Chance of Rain,67,Chance of Rain
32507,64,Partly Cloudy,73,Overcast,77,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy,69,Overcast,73,Overcast,73,Chance of Rain,67,Chance of Rain
32508,64,Partly Cloudy,73,Overcast,77,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy,69,Overcast,73,Overcast,73,Chance of Rain,67,Chance of Rain
32509,63,Clear,72,Overcast,77,Mostly Cloudy,76,Partly Cloudy,71,Partly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,67,Chance of Rain
32511,64,Partly Cloudy,73,Overcast,77,Mostly Cloudy,76,Mostly Cloudy,71,Partly Cloudy,69,Overcast,73,Overcast,73,Chance of Rain,67,Chance of Rain
32512,63,Partly Cloudy,73,Overcast,77,Mostly Cloudy,76,Mostly Cloudy,70,Partly Cloudy,69,Overcast,73,Overcast,73,Chance of Rain,67,Chance of Rain
32513,66,Partly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,68,Mostly Cloudy,74,Chance of Rain,73,Chance of Rain,68,Chance of Rain
32514,66,Clear,72,Overcast,77,Mostly Cloudy,77,Partly Cloudy,72,Mostly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,69,Chance of Rain
32516,66,Partly Cloudy,72,Overcast,77,Mostly Cloudy,77,Partly Cloudy,71,Partly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,68,Chance of Rain
32520,66,Partly Cloudy,73,Mostly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,69,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,68,Chance of Rain
32521,66,Partly Cloudy,73,Mostly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,69,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,68,Chance of Rain
32522,66,Partly Cloudy,73,Mostly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,69,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,68,Chance of Rain
32523,66,Partly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,68,Mostly Cloudy,74,Chance of Rain,73,Chance of Rain,68,Chance of Rain
32524,66,Partly Cloudy,72,Overcast,77,Mostly Cloudy,77,Partly Cloudy,71,Partly Cloudy,68,Overcast,74,Overcast,73,Chance of Rain,68,Chance of Rain
32526,65,Partly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,70,Mostly Cloudy,68,Mostly Cloudy,73,Chance of Rain,73,Chance of Rain,67,Chance of Rain
32530,68,Partly Cloudy,72,Mostly Cloudy,79,Partly Cloudy,78,Mostly Cloudy,72,Mostly Cloudy,68,Mostly Cloudy,75,Mostly Cloudy,75,Chance of Rain,68,Chance of Rain
32531,62,Mostly Cloudy,70,Mostly Cloudy,79,Mostly Cloudy,79,Overcast,68,Mostly Cloudy,66,Mostly Cloudy,74,Mostly Cloudy,75,Chance of Rain,65,Chance of Rain
32533,62,Partly Cloudy,71,Mostly Cloudy,77,Mostly Cloudy,77,Partly Cloudy,69,Partly Cloudy,67,Overcast,74,Chance of Rain,73,Chance of Rain,66,Chance of Rain
32534,64,Clear,71,Overcast,77,Mostly Cloudy,77,Partly Cloudy,70,Mostly Cloudy,67,Overcast,73,Mostly Cloudy,73,Chance of Rain,66,Chance of Rain
32535,61,Partly Cloudy,70,Mostly Cloudy,78,Partly Cloudy,79,Overcast,68,Mostly Cloudy,66,Mostly Cloudy,74,Chance of Rain,74,Chance of Rain,64,Chance of Rain
32536,63,Partly Cloudy,71,Mostly Cloudy,79,Mostly Cloudy,80,Mostly Cloudy,69,Mostly Cloudy,66,Mostly Cloudy,75,Mostly Cloudy,76,Chance of Rain,65,Chance of Rain
32537,63,Mostly Cloudy,71,Mostly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,69,Mostly Cloudy,66,Mostly Cloudy,75,Mostly Cloudy,76,Chance of Rain,66,Chance of Rain
32538,62,Partly Cloudy,68,Partly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,66,Partly Cloudy,64,Mostly Cloudy,73,Mostly Cloudy,73,Chance of Rain,63,Mostly Cloudy
32539,64,Partly Cloudy,70,Mostly Cloudy,80,Mostly Cloudy,79,Mostly Cloudy,68,Partly Cloudy,66,Mostly Cloudy,76,Mostly Cloudy,76,Chance of Rain,65,Chance of Rain
32540
32541,71,Mostly Cloudy,73,Mostly Cloudy,80,Mostly Cloudy,80,Overcast,75,Mostly Cloudy,69,Partly Cloudy,76,Mostly Cloudy,76,Chance of Rain,72,Chance of Rain
32542,69,Mostly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,78,Overcast,73,Mostly Cloudy,67,Partly Cloudy,74,Mostly Cloudy,74,Chance of Rain,70,Chance of Rain
32544,68,Partly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,68,Partly Cloudy,74,Mostly Cloudy,74,Chance of Rain,68,Chance of Rain
32547,68,Mostly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,68,Partly Cloudy,74,Mostly Cloudy,74,Chance of Rain,68,Chance of Rain
32548,68,Partly Cloudy,72,Partly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,72,Partly Cloudy,68,Partly Cloudy,75,Mostly Cloudy,74,Chance of Rain,69,Chance of Rain
32549,68,Partly Cloudy,72,Partly Cloudy,78,Partly Cloudy,77,Mostly Cloudy,72,Partly Cloudy,69,Partly Cloudy,75,Mostly Cloudy,74,Chance of Rain,69,Chance of Rain
32550,70,Partly Cloudy,72,Partly Cloudy,79,Mostly Cloudy,79,Mostly Cloudy,74,Mostly Cloudy,69,Clear,75,Partly Cloudy,76,Chance of Rain,72,Chance of Rain
32559,66,Partly Cloudy,72,Mostly Cloudy,77,Partly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,68,Mostly Cloudy,74,Chance of Rain,73,Chance of Rain,68,Chance of Rain
32560,63,Partly Cloudy,71,Overcast,77,Mostly Cloudy,77,Partly Cloudy,70,Mostly Cloudy,67,Overcast,73,Mostly Cloudy,73,Chance of Rain,66,Chance of Rain
32561,67,Partly Cloudy,73,Mostly Cloudy,76,Partly Cloudy,76,Mostly Cloudy,72,Partly Cloudy,69,Mostly Cloudy,73,Mostly Cloudy,73,Chance of Rain,68,Chance of Rain
32562,66,Partly Cloudy,73,Mostly Cloudy,77,Mostly Cloudy,77,Mostly Cloudy,71,Partly Cloudy,69,Mostly Cloudy,73,Chance of Rain,73,Chance of Rain,68,Chance of Rain
32563,67,Partly Cloudy,72,Mostly Cloudy,76,Partly Cloudy,76,Mostly Cloudy,72,Mostly Cloudy,68,Mostly Cloudy,73,Mostly Cloudy,73,Chance of Rain,68,Chance of Rain
32564,64,Partly Cloudy,71,Mostly Cloudy,78,Mostly Cloudy,79,Overcast,69,Mostly Cloudy,66,Mostly Cloudy,75,Mostly Cloudy,75,Chance of Rain,66,Chance of Rain
